URL,repo,Phase,Symptom(s),Unexpected Tokens,Component,Root Cause(s)
https://github.com/deepspeedai/DeepSpeed/issues/2602,DeepSpeed,Inference/Serving,Crash,,Engine Initializer,Misused API
https://github.com/deepspeedai/DeepSpeed/issues/2482,DeepSpeed,Inference/Serving,Crash,,Communicator,Misused API
https://github.com/deepspeedai/DeepSpeed/issues/2478,DeepSpeed,Inference/Serving,Crash,,Operators,Incorrect Assignment
https://github.com/deepspeedai/DeepSpeed/issues/2449,DeepSpeed,Inference/Serving,Crash,,Model Loader,Misused API
https://github.com/deepspeedai/DeepSpeed/issues/2300,DeepSpeed,Inference/Serving,Unexpected Output,Character,Operators@@Operators,Incorrect Algorithm Implementation@@Numerical Issue
https://github.com/deepspeedai/DeepSpeed/issues/2293,DeepSpeed,Inference/Serving,Unexpected Output,Character,Communicator,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/2248,DeepSpeed,Inference/Serving,Crash,,Engine Initializer,Incompatible Version
https://github.com/deepspeedai/DeepSpeed/issues/2233,DeepSpeed,Inference/Serving,Unexpected Output,Character,Communicator,Concurrency Issue
https://github.com/deepspeedai/DeepSpeed/issues/2227,DeepSpeed,Inference/Serving,Abnormal Performance,,Model Loader,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/2226,DeepSpeed,Inference/Serving,Crash,,Model Conversion Tools,Dependent Module Issue
https://github.com/deepspeedai/DeepSpeed/issues/2194,DeepSpeed,Inference/Serving,Unexpected Output,Character,Backend Adapter,Incompatible Backend
https://github.com/deepspeedai/DeepSpeed/issues/2184,DeepSpeed,Inference/Serving,Unexpected Output,Semantic Coherence,Operators,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/2119,DeepSpeed,Inference/Serving,Crash,,Communicator,Misused API
https://github.com/deepspeedai/DeepSpeed/issues/2090,DeepSpeed,Inference/Serving,Abnormal Performance,,Monitor & Logger,Numerical Issue
https://github.com/deepspeedai/DeepSpeed/issues/2046,DeepSpeed,Engine Setup,Crash,,Monitor & Logger,Incompatible Version
https://github.com/deepspeedai/DeepSpeed/issues/1967,DeepSpeed,Inference/Serving,Unexpected Output,Inconsistent Output,Operators,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/1925,DeepSpeed,Inference/Serving,Crash,,Operators,Numerical Issue
https://github.com/deepspeedai/DeepSpeed/issues/1912,DeepSpeed,Inference/Serving,Feature Failure,,Operators,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/2061,DeepSpeed,Inference/Serving,Unexpected Output,,Operators,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/2918,DeepSpeed,Inference/Serving,Crash,,Resource Manager,Incorrect Resource Allocation
https://github.com/deepspeedai/DeepSpeed/issues/2396,DeepSpeed,Inference/Serving,Feature Failure,,Model Loader,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/4869,DeepSpeed,Inference/Serving,Crash,,Monitor & Logger,Dependent Module Issue
https://github.com/deepspeedai/DeepSpeed/issues/3634,DeepSpeed,Inference/Serving,Crash,,Engine Initializer@@Engine Initializer,Mismatched Shape@@Misconfiguration
https://github.com/deepspeedai/DeepSpeed/issues/3122,DeepSpeed,Inference/Serving,Crash,,Operators,Incorrect Type
https://github.com/deepspeedai/DeepSpeed/issues/5340,DeepSpeed,Inference/Serving,System Hang,,Communicator,Concurrency Issue
https://github.com/deepspeedai/DeepSpeed/issues/2357,DeepSpeed,Inference/Serving,Unexpected Output,Inconsistent Output,Operators,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/2462,DeepSpeed,Inference/Serving,Unexpected Output,Character,Model Conversion Tools,Incorrect Tokenization
https://github.com/deepspeedai/DeepSpeed/issues/2453,DeepSpeed,Engine Setup,Crash,,Engine Initializer,Incompatible Backend
https://github.com/deepspeedai/DeepSpeed/issues/3548,DeepSpeed,Engine Setup,Crash,,Backend Adapter@@Backend Adapter,Incompatible Version@@Dependent Module Issue
https://github.com/deepspeedai/DeepSpeed/issues/4180,DeepSpeed,Inference/Serving,Crash,,Setup Tools,Incorrect Exception Handling
https://github.com/deepspeedai/DeepSpeed/issues/3382,DeepSpeed,Inference/Serving,Crash,,Operators@@Operators,Incorrect Algorithm Implementation@@Incompatible Backend
https://github.com/deepspeedai/DeepSpeed/issues/2855,DeepSpeed,Inference/Serving,Unexpected Output,Repetition,Operators@@Operators,Incorrect Algorithm Implementation@@Incompatible Version
https://github.com/deepspeedai/DeepSpeed/issues/4104,DeepSpeed,Engine Setup,Crash,,Communicator@@Setup Tools,Incompatible Backend@@Dependent Module Issue
https://github.com/deepspeedai/DeepSpeed/issues/2691,DeepSpeed,Inference/Serving,Crash,,Model Conversion Tools,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/5880,DeepSpeed,Inference/Serving,Feature Failure,,Model Loader,Incompatible Version
https://github.com/deepspeedai/DeepSpeed/issues/2961,DeepSpeed,Inference/Serving,Unexpected Output,Character,Operators@@Communicator,Incorrect Algorithm Implementation@@Concurrency Issue
https://github.com/deepspeedai/DeepSpeed/issues/2485,DeepSpeed,Inference/Serving,Unexpected Output,Length,Input Processor@@Operators,Mismatched Shape@@Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/2680,DeepSpeed,Inference/Serving,Crash,,Model Loader,Misconfiguration
https://github.com/deepspeedai/DeepSpeed/issues/4246,DeepSpeed,Inference/Serving,Unexpected Output,,Model Loader,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/4967,DeepSpeed,Inference/Serving,Unexpected Output,,Operators,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/4893,DeepSpeed,Inference/Serving,Unexpected Output,,Communicator,Misconfiguration
https://github.com/deepspeedai/DeepSpeed/issues/5513,DeepSpeed,Inference/Serving,Crash,,Resource Manager,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/2341,DeepSpeed,Inference/Serving,Crash,,Model Loader,Incompatible Version
https://github.com/deepspeedai/DeepSpeed/issues/3513,DeepSpeed,Inference/Serving,Abnormal Performance,,Monitor & Logger,Incorrect Assignment
https://github.com/deepspeedai/DeepSpeed/issues/3293,DeepSpeed,Inference/Serving,Crash,,Resource Manager@@Model Loader,Incorrect Algorithm Implementation@@Misconfiguration
https://github.com/deepspeedai/DeepSpeed/issues/2557,DeepSpeed,Inference/Serving,Crash,,Model Loader,Misused API
https://github.com/deepspeedai/DeepSpeed/issues/2183,DeepSpeed,Inference/Serving,Crash,,Model Loader,Incorrect Type
https://github.com/deepspeedai/DeepSpeed/issues/2128,DeepSpeed,Inference/Serving,Crash,,Operators,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/3813,DeepSpeed,Inference/Serving,Crash,,Engine Initializer,Document Issue
https://github.com/deepspeedai/DeepSpeed/issues/2913,DeepSpeed,Inference/Serving,Abnormal Performance,,Engine Initializer@@Engine Initializer,Incompatible Version@@Misconfiguration
https://github.com/deepspeedai/DeepSpeed/issues/3197,DeepSpeed,Engine Setup,Crash,,Backend Adapter,Incompatible Version
https://github.com/deepspeedai/DeepSpeed/issues/4435,DeepSpeed,Engine Setup,Crash,,Engine Initializer,Incompatible Version
https://github.com/deepspeedai/DeepSpeed/issues/3173,DeepSpeed,Engine Setup,Crash,,Setup Tools,Incompatible Backend
https://github.com/deepspeedai/DeepSpeed/issues/2275,DeepSpeed,Inference/Serving,Unexpected Output,Inconsistent Output,Model Conversion Tools,Incompatible Version
https://github.com/deepspeedai/DeepSpeed/issues/2149,DeepSpeed,Inference/Serving,Crash,,Model Loader,Incorrect Exception Handling
https://github.com/deepspeedai/DeepSpeed/issues/5067,DeepSpeed,Inference/Serving,Crash,,Model Loader,Misused API
https://github.com/deepspeedai/DeepSpeed/issues/2696,DeepSpeed,Inference/Serving,Crash,,Operators,Numerical Issue
https://github.com/deepspeedai/DeepSpeed/issues/2607,DeepSpeed,Engine Setup,Crash,,Setup Tools@@Setup Tools,Incompatible Backend@@Dependent Module Issue
https://github.com/deepspeedai/DeepSpeed/issues/4474,DeepSpeed,Inference/Serving,Crash,,Backend Adapter,Incompatible Backend
https://github.com/deepspeedai/DeepSpeed/issues/2895,DeepSpeed,Inference/Serving,Crash,,Model Conversion Tools,Mismatched Shape
https://github.com/deepspeedai/DeepSpeed/issues/2001,DeepSpeed,Inference/Serving,Crash,,Operators@@Operators,Incompatible Backend@@Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/2230,DeepSpeed,Inference/Serving,Unexpected Output,Length,Operators,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/2957,DeepSpeed,Inference/Serving,Crash,,Model Loader@@Model Loader,Incompatible Version@@Incompatible Model
https://github.com/deepspeedai/DeepSpeed/issues/5592,DeepSpeed,Inference/Serving,Feature Failure,,Model Loader,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/3978,DeepSpeed,Engine Setup,Crash,,Communicator@@Operators,Incompatible Version@@Incompatible Version
https://github.com/deepspeedai/DeepSpeed/issues/2729,DeepSpeed,Inference/Serving,Unexpected Output,Character,Model Conversion Tools,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/4170,DeepSpeed,Inference/Serving,Crash,,Backend Adapter,Incompatible Version
https://github.com/deepspeedai/DeepSpeed/issues/2037,DeepSpeed,Inference/Serving,Crash,,Resource Manager,Incorrect Resource Allocation
https://github.com/deepspeedai/DeepSpeed/issues/3054,DeepSpeed,Inference/Serving,Abnormal Performance,,Resource Manager,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/2488,DeepSpeed,Inference/Serving,Abnormal Performance,,Operators,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/3254,DeepSpeed,Inference/Serving,Crash,,Operators,Misused API
https://github.com/deepspeedai/DeepSpeed/issues/5803,DeepSpeed,Engine Setup,Crash,,Engine Initializer,Dependent Module Issue
https://github.com/deepspeedai/DeepSpeed/issues/2702,DeepSpeed,Inference/Serving,Crash,,Operators,Incompatible Backend
https://github.com/deepspeedai/DeepSpeed/issues/2735,DeepSpeed,Engine Setup,Crash,,Setup Tools,Incorrect Exception Handling
https://github.com/deepspeedai/DeepSpeed/issues/3690,DeepSpeed,Inference/Serving,Abnormal Performance,,Communicator,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/3357,DeepSpeed,Inference/Serving,Crash,,Operators,Mismatched Shape
https://github.com/deepspeedai/DeepSpeed/issues/3877,DeepSpeed,Inference/Serving,Crash,,Engine Initializer,Incorrect Assignment
https://github.com/deepspeedai/DeepSpeed/issues/3932,DeepSpeed,Inference/Serving,Unexpected Output,Repetition,Operators@@Communicator,Incorrect Algorithm Implementation@@Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/2578,DeepSpeed,Inference/Serving,Abnormal Performance,,Resource Manager,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/5647,DeepSpeed,Inference/Serving,Feature Failure,,Model Loader,Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/2892,DeepSpeed,Inference/Serving,Abnormal Performance,,Communicator,Incompatible Version
https://github.com/deepspeedai/DeepSpeed/issues/2755,DeepSpeed,Inference/Serving,Unexpected Output@@Abnormal Performance,Repetition,Model Loader@@Operators,Misconfiguration@@Incorrect Algorithm Implementation
https://github.com/deepspeedai/DeepSpeed/issues/2372,DeepSpeed,Inference/Serving,Crash,,Engine Initializer,Misconfiguration
https://github.com/deepspeedai/DeepSpeed/issues/2308,DeepSpeed,Inference/Serving,Crash,,Operators@@Operators,Incorrect Algorithm Implementation@@Mismatched Shape
https://github.com/deepspeedai/DeepSpeed/issues/5641,DeepSpeed,Engine Setup,Crash,,Engine Initializer,Incompatible Version
https://github.com/deepspeedai/DeepSpeed/issues/5247,DeepSpeed,Engine Setup,Crash,,Engine Initializer,Incompatible Version
https://github.com/deepspeedai/DeepSpeed/issues/2549,DeepSpeed,Inference/Serving,Feature Failure,,Model Conversion Tools@@Model Conversion Tools,Incompatible Version@@Incompatible Model
https://github.com/deepspeedai/DeepSpeed/issues/4959,DeepSpeed,Engine Setup,Crash,,Model Loader,Misused API
https://github.com/deepspeedai/DeepSpeed/issues/3710,DeepSpeed,Inference/Serving,Crash,,Communicator,Incompatible Version
https://github.com/NVIDIA/TensorRT-LLM/issues/2377,TensorRT-llm,Inference/Serving,Unexpected Output,,Model Conversion Tools,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/416,TensorRT-llm,Inference/Serving,Crash,,Model Conversion Tools,Misconfiguration
https://github.com/NVIDIA/TensorRT-LLM/issues/899,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Mismatched Shape
https://github.com/NVIDIA/TensorRT-LLM/issues/1305,TensorRT-llm,Inference/Serving,Abnormal Performance,,Model Conversion Tools,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/1340,TensorRT-llm,Inference/Serving,Crash,,Communicator,Incorrect Synchronization
https://github.com/NVIDIA/TensorRT-LLM/issues/2327,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/1634,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Model
https://github.com/NVIDIA/TensorRT-LLM/issues/1039,TensorRT-llm,Inference/Serving,Crash,,Communicator@@Communicator,Misused API@@Incompatible Version
https://github.com/NVIDIA/TensorRT-LLM/issues/1216,TensorRT-llm,Inference/Serving,Unexpected Output,Character,Operators,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/1648,TensorRT-llm,Inference/Serving,Crash,,Operators,Incompatible Backend
https://github.com/NVIDIA/TensorRT-LLM/issues/1048,TensorRT-llm,Engine Setup,Crash,,Setup Tools,Incompatible Backend
https://github.com/NVIDIA/TensorRT-LLM/issues/901,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Dependent Module Issue
https://github.com/NVIDIA/TensorRT-LLM/issues/1778,TensorRT-llm,Inference/Serving,Unexpected Output,Semantic Coherence,Model Conversion Tools,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/927,TensorRT-llm,Engine Setup,Crash,,Setup Tools,Dependent Module Issue
https://github.com/NVIDIA/TensorRT-LLM/issues/1449,TensorRT-llm,Inference/Serving,Crash,,Job Manager@@Resource Manager,Incorrect Algorithm Implementation@@Incorrect Resource Allocation
https://github.com/NVIDIA/TensorRT-LLM/issues/75,TensorRT-llm,Inference/Serving,Abnormal Performance,,Resource Manager,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/1195,TensorRT-llm,Engine Setup,Crash,,Model Conversion Tools,Misconfiguration
https://github.com/NVIDIA/TensorRT-LLM/issues/1404,TensorRT-llm,Inference/Serving,Abnormal Performance,,Operators,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/2148,TensorRT-llm,Inference/Serving,Unexpected Output,,Model Conversion Tools,Misconfiguration
https://github.com/NVIDIA/TensorRT-LLM/issues/2195,TensorRT-llm,Inference/Serving,Unexpected Output,Inconsistent Output,Model Conversion Tools@@Model Conversion Tools,Misconfiguration@@Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/2294,TensorRT-llm,Inference/Serving,Crash,,Operators,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/1709,TensorRT-llm,Inference/Serving,Crash,,Resource Manager,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/1112,TensorRT-llm,Engine Setup,Crash,,Setup Tools,Incompatible Version
https://github.com/NVIDIA/TensorRT-LLM/issues/1485,TensorRT-llm,Inference/Serving,Crash,,Model Conversion Tools@@Model Conversion Tools,Incompatible Model@@Incorrect Exception Handling
https://github.com/NVIDIA/TensorRT-LLM/issues/1667,TensorRT-llm,Inference/Serving,Crash,,Communicator,Misconfiguration
https://github.com/NVIDIA/TensorRT-LLM/issues/202,TensorRT-llm,Inference/Serving,Crash,,Request Parser,Misused API
https://github.com/NVIDIA/TensorRT-LLM/issues/1181,TensorRT-llm,Model Conversion,Feature Failure,,Model Conversion Tools,Incompatible Model
https://github.com/NVIDIA/TensorRT-LLM/issues/1458,TensorRT-llm,Inference/Serving,Crash,,Resource Manager,Incorrect Multi-device Management
https://github.com/NVIDIA/TensorRT-LLM/issues/1571,TensorRT-llm,Inference/Serving,Crash,,Model Conversion Tools,Incorrect Tokenization
https://github.com/NVIDIA/TensorRT-LLM/issues/1423,TensorRT-llm,Engine Setup,Crash,,Setup Tools,Incompatible Version
https://github.com/NVIDIA/TensorRT-LLM/issues/369,TensorRT-llm,Inference/Serving,Crash,,Model Conversion Tools,Misconfiguration
https://github.com/NVIDIA/TensorRT-LLM/issues/1077,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Mismatched Precision
https://github.com/NVIDIA/TensorRT-LLM/issues/1352,TensorRT-llm,Inference/Serving,Unexpected Output,Inconsistent Output,Operators,Mismatched Precision
https://github.com/NVIDIA/TensorRT-LLM/issues/1260,TensorRT-llm,Engine Setup,Crash,,Setup Tools,Dependent Module Issue
https://github.com/NVIDIA/TensorRT-LLM/issues/1256,TensorRT-llm,Inference/Serving,Crash,,Operators,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/1244,TensorRT-llm,Inference/Serving,Unexpected Output,Semantic Coherence,Model Conversion Tools,Mismatched Precision
https://github.com/NVIDIA/TensorRT-LLM/issues/2201,TensorRT-llm,Inference/Serving,Crash,,Engine Initializer,Incompatible Version
https://github.com/NVIDIA/TensorRT-LLM/issues/1668,TensorRT-llm,Model Conversion,Silent Error,,Operators,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/1302,TensorRT-llm,Engine Setup,Crash,,Setup Tools,Incompatible Version
https://github.com/NVIDIA/TensorRT-LLM/issues/2150,TensorRT-llm,Inference/Serving,Crash,,Model Conversion Tools,Mismatched Shape
https://github.com/NVIDIA/TensorRT-LLM/issues/2283,TensorRT-llm,Inference/Serving,Crash,,Model Loader,Mismatched Shape
https://github.com/NVIDIA/TensorRT-LLM/issues/914,TensorRT-llm,Engine Setup,Crash,,Setup Tools,Incorrect Resource Allocation
https://github.com/NVIDIA/TensorRT-LLM/issues/1245,TensorRT-llm,Model Conversion,Feature Failure,,Model Conversion Tools,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/1701,TensorRT-llm,Inference/Serving,Unexpected Output,Semantic Coherence,Model Conversion Tools,Incompatible Model
https://github.com/NVIDIA/TensorRT-LLM/issues/374,TensorRT-llm,Model Conversion,Crash,,Model Loader,Mismatched Shape
https://github.com/NVIDIA/TensorRT-LLM/issues/1236,TensorRT-llm,Engine Setup,Crash,,Setup Tools,Misconfiguration
https://github.com/NVIDIA/TensorRT-LLM/issues/1675,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Model
https://github.com/NVIDIA/TensorRT-LLM/issues/1353,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Mismatched Shape
https://github.com/NVIDIA/TensorRT-LLM/issues/2147,TensorRT-llm,Inference/Serving,Unexpected Output,Length,Model Conversion Tools,Numerical Issue
https://github.com/NVIDIA/TensorRT-LLM/issues/2350,TensorRT-llm,Inference/Serving,Abnormal Performance,,Engine Initializer,Incompatible Model
https://github.com/NVIDIA/TensorRT-LLM/issues/2153,TensorRT-llm,Inference/Serving,Unexpected Output,Character,Model Conversion Tools,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/1845,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/1590,TensorRT-llm,Inference/Serving,Unexpected Output,Character,Operators,Numerical Issue
https://github.com/NVIDIA/TensorRT-LLM/issues/1424,TensorRT-llm,Inference/Serving,Crash,,Operators,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/1200,TensorRT-llm,Model Conversion,Feature Failure,,Model Conversion Tools,Mismatched Precision
https://github.com/NVIDIA/TensorRT-LLM/issues/1728,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Backend
https://github.com/NVIDIA/TensorRT-LLM/issues/1301,TensorRT-llm,Engine Setup,Crash,,Setup Tools,Incompatible Backend
https://github.com/NVIDIA/TensorRT-LLM/issues/1028,TensorRT-llm,Engine Setup,Crash,,Setup Tools,Incompatible Version
https://github.com/NVIDIA/TensorRT-LLM/issues/1628,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/1855,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Misused API
https://github.com/NVIDIA/TensorRT-LLM/issues/1190,TensorRT-llm,Inference/Serving,Crash,,Resource Manager,Incorrect Resource Deallocation
https://github.com/NVIDIA/TensorRT-LLM/issues/1267,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Model
https://github.com/NVIDIA/TensorRT-LLM/issues/2192,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Model
https://github.com/NVIDIA/TensorRT-LLM/issues/1211,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/1336,TensorRT-llm,Inference/Serving,Unexpected Output,Inconsistent Output,Communicator,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/2463,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Model
https://github.com/NVIDIA/TensorRT-LLM/issues/1626,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Misconfiguration
https://github.com/NVIDIA/TensorRT-LLM/issues/1771,TensorRT-llm,Inference/Serving,System Hang,,Request Parser,Misused API
https://github.com/NVIDIA/TensorRT-LLM/issues/1303,TensorRT-llm,Inference/Serving,Unexpected Output,Repetition,Model Conversion Tools,Mismatched Precision
https://github.com/NVIDIA/TensorRT-LLM/issues/1533,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incorrect Resource Allocation
https://github.com/NVIDIA/TensorRT-LLM/issues/2060,TensorRT-llm,Engine Setup,Crash,,Setup Tools,Incompatible Backend
https://github.com/NVIDIA/TensorRT-LLM/issues/138,TensorRT-llm,Inference/Serving,Abnormal Performance,,Model Conversion Tools,Incompatible Model
https://github.com/NVIDIA/TensorRT-LLM/issues/2214,TensorRT-llm,Inference/Serving,Crash,,Model Conversion Tools,Incompatible Model
https://github.com/NVIDIA/TensorRT-LLM/issues/2138,TensorRT-llm,Inference/Serving,Crash,,Output Processor,Numerical Issue
https://github.com/NVIDIA/TensorRT-LLM/issues/2362,TensorRT-llm,Inference/Serving,Unexpected Output,Inconsistent Output,Operators,Incompatible Backend
https://github.com/NVIDIA/TensorRT-LLM/issues/83,TensorRT-llm,Engine Setup,Crash,,Setup Tools,Incompatible Version
https://github.com/NVIDIA/TensorRT-LLM/issues/2399,TensorRT-llm,Inference/Serving,Crash,,Model Conversion Tools,Incompatible Version
https://github.com/NVIDIA/TensorRT-LLM/issues/1251,TensorRT-llm,Inference/Serving,Crash,,Operators@@Operators,Incorrect Algorithm Implementation@@Incorrect Conditional Logic
https://github.com/NVIDIA/TensorRT-LLM/issues/1199,TensorRT-llm,Model Conversion,Crash,,Communicator,Dependent Module Issue
https://github.com/NVIDIA/TensorRT-LLM/issues/2417,TensorRT-llm,Inference/Serving,System Hang,,Resource Manager,Mismatched Shape
https://github.com/NVIDIA/TensorRT-LLM/issues/2141,TensorRT-llm,Inference/Serving,Crash,,Model Loader,Incompatible Model
https://github.com/NVIDIA/TensorRT-LLM/issues/1307,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Model
https://github.com/NVIDIA/TensorRT-LLM/issues/1171,TensorRT-llm,Model Conversion,Feature Failure,,Model Conversion Tools@@Model Conversion Tools,Incorrect Algorithm Implementation@@Incorrect Conditional Logic
https://github.com/NVIDIA/TensorRT-LLM/issues/1311,TensorRT-llm,Inference/Serving,Crash,,Input Processor,Misused API
https://github.com/NVIDIA/TensorRT-LLM/issues/2373,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Misused API
https://github.com/NVIDIA/TensorRT-LLM/issues/1686,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incorrect Conditional Logic
https://github.com/NVIDIA/TensorRT-LLM/issues/1268,TensorRT-llm,Inference/Serving,Crash,,Model Conversion Tools,Misconfiguration
https://github.com/NVIDIA/TensorRT-LLM/issues/1131,TensorRT-llm,Inference/Serving,Crash,,Communicator,Incompatible Backend
https://github.com/NVIDIA/TensorRT-LLM/issues/988,TensorRT-llm,Inference/Serving,Crash,,Operators,Misused API
https://github.com/NVIDIA/TensorRT-LLM/issues/894,TensorRT-llm,Model Conversion,Crash,,Operators,Mismatched Shape
https://github.com/NVIDIA/TensorRT-LLM/issues/1070,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incorrect Assignment
https://github.com/NVIDIA/TensorRT-LLM/issues/1063,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Misconfiguration
https://github.com/NVIDIA/TensorRT-LLM/issues/1676,TensorRT-llm,Model Conversion,Feature Failure,,Model Conversion Tools,Misconfiguration
https://github.com/NVIDIA/TensorRT-LLM/issues/1785,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Model
https://github.com/NVIDIA/TensorRT-LLM/issues/1231,TensorRT-llm,Model Conversion,Silent Error,,Model Conversion Tools,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/1864,TensorRT-llm,Model Conversion,Feature Failure,,Model Conversion Tools,Incompatible Backend
https://github.com/NVIDIA/TensorRT-LLM/issues/2205,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Version
https://github.com/NVIDIA/TensorRT-LLM/issues/912,TensorRT-llm,Inference/Serving,Crash,,Resource Manager,Incorrect Exception Handling
https://github.com/NVIDIA/TensorRT-LLM/issues/1601,TensorRT-llm,Inference/Serving,System Hang,,Communicator@@Communicator,Concurrency Issue@@Incorrect Synchronization
https://github.com/NVIDIA/TensorRT-LLM/issues/1481,TensorRT-llm,Inference/Serving,Abnormal Performance,,Resource Manager,Incorrect Resource Allocation
https://github.com/NVIDIA/TensorRT-LLM/issues/1069,TensorRT-llm,Model Conversion,Crash,,Model Conversion Tools,Incompatible Backend
https://github.com/NVIDIA/TensorRT-LLM/issues/1838,TensorRT-llm,Inference/Serving,Crash,,Engine Initializer,Incompatible Version
https://github.com/NVIDIA/TensorRT-LLM/issues/1198,TensorRT-llm,Engine Setup,Crash,,Setup Tools,Incompatible Version
https://github.com/NVIDIA/TensorRT-LLM/issues/1379,TensorRT-llm,Inference/Serving,Crash,,Operators,Incorrect Algorithm Implementation
https://github.com/NVIDIA/TensorRT-LLM/issues/1717,TensorRT-llm,Inference/Serving,Crash,,Backend Adapter,Misused API
https://github.com/NVIDIA/TensorRT-LLM/issues/893,TensorRT-llm,Inference/Serving,Crash,,Tester / Benchmarker,Dependent Module Issue
https://github.com/NVIDIA/TensorRT-LLM/issues/410,TensorRT-llm,Inference/Serving,Unexpected Output,,Monitor & Logger,Incorrect Assignment
